title,journal,source_x,publish_time,year,abstract_word_count
"The Forgotten Plague: Psychiatric Manifestations of Ebola, Zika, and Emerging Infectious Diseases",J Glob Infect Dis,PMC,,,259
LIVIVO – the Vertical Search Engine for Life Sciences,Datenbank Spektrum,PMC,2017-01-18,2017.0,246
Airborne or Fomite Transmission for Norovirus? A Case Study Revisited,Int J Environ Res Public Health,PMC,2017-12-14,2017.0,208
Role of TGF-β in anti-rhinovirus immune responses in asthmatic patients,J Allergy Clin Immunol,PMC,2017-07-03,2017.0,0
Impact of influenza vaccine on childhood otitis media in Taiwan: A population-based study,PLoS One,PMC,2018-01-05,2018.0,302
GM-CSF overexpression after influenza a virus infection prevents mortality and moderates M1-like airway monocyte/macrophage polarization,Respir Res,PMC,2018-01-05,2018.0,261
Role of microRNAs in doxorubicin-induced cardiotoxicity: an overview of preclinical models and cancer patients,Heart Fail Rev,PMC,2017-09-25,2017.0,243
Inhibiting the Ins and Outs of HIV Replication: Cell-Intrinsic Antiretroviral Restrictions at the Plasma Membrane,Front Immunol,PMC,2018-01-04,2018.0,145
Know Your Enemy: Successful Bioinformatic Approaches to Predict Functional RNA Structures in Viral RNAs,Front Microbiol,PMC,2018-01-04,2018.0,184
"Knowledge, perceptions and media use of the Dutch general public and healthcare workers regarding Ebola, 2014",BMC Infect Dis,PMC,2018-01-08,2018.0,191
Application of extracorporeal membrane oxygenation in patients with severe acute respiratory distress syndrome induced by avian influenza A (H7N9) viral pneumonia: national data from the Chinese multicentre collaboration,BMC Infect Dis,PMC,2018-01-08,2018.0,365
The Fractionated Toona sinensis Leaf Extract Induces Apoptosis of Human Osteosarcoma Cells and Inhibits Tumor Growth in a Murine Xenograft Model,Integr Cancer Ther,PMC,2016-11-22,2016.0,190
Chemokine receptor 7 overexpression promotes mesenchymal stem cell migration and proliferation via secreting Chemokine ligand 12,Sci Rep,PMC,2018-01-09,2018.0,200
Development and Validation of a Serologic Test Panel for Detection of Powassan Virus Infection in U.S. Patients Residing in Regions Where Lyme Disease Is Endemic,mSphere,PMC,2018-01-10,2018.0,483
"A missense mutation in Katnal1 underlies behavioural, neurological and ciliary anomalies",Mol Psychiatry,PMC,2017-04-04,2017.0,209
Psychological Flexibility of Nurses in a Cancer Hospital: Preliminary Validation of a Chinese Version of the Work-related Acceptance and Action Questionnaire,Asia Pac J Oncol Nurs,PMC,,,179
Genetic diversity and recombination of enterovirus G strains in Japanese pigs: High prevalence of strains carrying a papain-like cysteine protease sequence in the enterovirus G population,PLoS One,PMC,2018-01-11,2018.0,171
Prohibitin plays a critical role in Enterovirus 71 neuropathogenesis,PLoS Pathog,PMC,2018-01-11,2018.0,297
Memory CD8 T cells mediate severe immunopathology following respiratory syncytial virus infection,PLoS Pathog,PMC,2018-01-02,2018.0,195
Porcine reproductive and respiratory syndrome virus suppresses post-transcriptionally the protein expression of IFN-β by upregulating cellular microRNAs in porcine alveolar macrophages in vitro,Exp Ther Med,PMC,2017-10-30,2017.0,247
Glial- and Neuronal-Specific Expression of CCL5 mRNA in the Rat Brain,Front Neuroanat,PMC,2018-01-12,2018.0,260
Children’s Oxygen Administration Strategies Trial (COAST): A randomised controlled trial of high flow versus oxygen versus control in African children with severe pneumonia,Wellcome Open Res,PMC,2018-01-09,2018.0,226
Internal genes of a highly pathogenic H5N1 influenza virus determine high viral replication in myeloid cells and severe outcome of infection in mice,PLoS Pathog,PMC,2018-01-04,2018.0,271
"Circulation of canine parvovirus among dogs living in human-wildlife interface in the Atlantic forest biome, Brazil",Heliyon,PMC,2018-01-11,2018.0,137
Novel Immunoinformatics Approaches to Design Multi-epitope Subunit Vaccine for Malaria by Investigating Anopheles Salivary Protein,Sci Rep,PMC,2018-01-18,2018.0,190
GenomeLandscaper: Landscape analysis of genome-fingerprints maps assessing chromosome architecture,Sci Rep,PMC,2018-01-18,2018.0,200
Epigenetic control of influenza virus: role of H3K79 methylation in interferon-induced antiviral response,Sci Rep,PMC,2018-01-19,2018.0,194
Global trends in research related to social media in psychology: mapping and bibliometric analysis,Int J Ment Health Syst,PMC,2018-01-19,2018.0,341
Current progress in innovative engineered antibodies,Protein Cell,PMC,2017-08-18,2017.0,237
Multi-drug resistant Acinetobacter species: a seven-year experience from a tertiary care center in Lebanon,Antimicrob Resist Infect Control,PMC,2018-01-22,2018.0,208
Immunostimulatory activity of water-extractable polysaccharides from Cistanche deserticola as a plant adjuvant in vitro and in vivo,PLoS One,PMC,2018-01-23,2018.0,203
"Invasive bacterial infections following influenza: a time‐series analysis in Montréal, Canada, 1996–2008",Influenza Other Respir Viruses,PMC,2011-10-10,2011.0,268
Two sides of the same coin and two routes for improvement: Integrating resilience and the social identity approach to well-being and ill-health,Health Psychol Open,PMC,2017-08-02,2017.0,96
Extremely low risk for acquisition of a respiratory viral infection in the emergency room of a large pediatric hospital during the winter season,Influenza Other Respir Viruses,PMC,2012-03-16,2012.0,137
"Detection of influenza A virus in live bird markets in Kenya, 2009–2011",Influenza Other Respir Viruses,PMC,2012-04-19,2012.0,285
Case report: a fatal case of disseminated adenovirus infection in a non-transplant adult haematology patient,BMC Infect Dis,PMC,2018-01-27,2018.0,222
"Mortality, morbidity and health in developed societies: a review of data sources",Genus,PMC,2018-01-29,2018.0,150
Politics of Ebola and the critical role of global health diplomacy for the CARICOM,J Family Med Prim Care,PMC,,,233
"Global ubiquitination analysis reveals extensive modification and proteasomal degradation of cowpox virus proteins, but preservation of viral cores",Sci Rep,PMC,2018-01-29,2018.0,197
A Low-Cost Palmtop High-Speed Capillary Electrophoresis Bioanalyzer with Laser Induced Fluorescence Detection,Sci Rep,PMC,2018-01-29,2018.0,200
Bismuth antimicrobial drugs serve as broad-spectrum metallo-β-lactamase inhibitors,Nat Commun,PMC,2018-01-30,2018.0,147
Antibody-mediated enhancement aggravates chikungunya virus infection and disease severity,Sci Rep,PMC,2018-01-30,2018.0,196
Characterization of Influenza Virus Pseudotyped with Ebolavirus Glycoprotein,J Virol,PMC,2018-01-30,2018.0,393
Estimates of global research productivity in using nicotine replacement therapy for tobacco cessation: a bibliometric study,Global Health,PMC,2018-01-30,2018.0,335
Economic burden of pneumococcal infections in children under 5 years of age,Hum Vaccin Immunother,PMC,2017-11-07,2017.0,258
Revision of clinical case definitions: influenza-like illness and severe acute respiratory infection,Bull World Health Organ,PMC,2018-02-01,2018.0,232
Marion Koopmans: greater regional capacity to fight disease outbreaks,Bull World Health Organ,PMC,2018-02-01,2018.0,30
SMARCA2-regulated host cell factors are required for MxA restriction of influenza A viruses,Sci Rep,PMC,2018-02-01,2018.0,200
Auxiliary activation of the complement system and its importance for the pathophysiology of clinical conditions,Semin Immunopathol,PMC,2017-09-12,2017.0,177
"Whole-Genome Sequence of Human Rhinovirus C47, Isolated from an Adult Respiratory Illness Outbreak in Butte County, California, 2017",Genome Announc,PMC,2018-02-01,2018.0,42
Quantitative Analysis of Hepatitis C NS5A Viral Protein Dynamics on the ER Surface,Viruses,PMC,2018-01-08,2018.0,192
Improving the Hospital Quality of Care during Winter Periods by Optimizing Budget Allocation Between Rotavirus Vaccination and Bed Expansion,Appl Health Econ Health Policy,PMC,2017-11-20,2017.0,261
Non-specific Effect of Vaccines: Immediate Protection against Respiratory Syncytial Virus Infection by a Live Attenuated Influenza Vaccine,Front Microbiol,PMC,2018-01-31,2018.0,170
Functional role of the type 1 pilus rod structure in mediating host-pathogen interactions,Unknown,PMC,2018-01-18,2018.0,150
Crisis Communication in Public Health Emergencies: The Limits of ‘Legal Control’ and the Risks for Harmful Outcomes in a Digital Age,Life Sci Soc Policy,PMC,2018-02-06,2018.0,307
H5N1 influenza virus-specific miRNA-like small RNA increases cytokine production and mouse mortality via targeting poly(rC)-binding protein 2,Cell Res,PMC,2018-01-12,2018.0,132
Far-UVC light: A new tool to control the spread of airborne-mediated microbial diseases,Sci Rep,PMC,2018-02-09,2018.0,176
TRIM56-mediated monoubiquitination of cGAS for cytosolic DNA sensing,Nat Commun,PMC,2018-02-09,2018.0,143
Function of aquaporins in sepsis: a systematic review,Cell Biosci,PMC,2018-02-09,2018.0,215
Surfactant Protein D in Respiratory and Non-Respiratory Diseases,Front Med (Lausanne),PMC,2018-02-08,2018.0,281
A cold-inducible RNA-binding protein (CIRP)-derived peptide attenuates inflammation and organ injury in septic mice,Sci Rep,PMC,2018-02-12,2018.0,199
Comparison of viral infection in healthcare-associated pneumonia (HCAP) and community-acquired pneumonia (CAP),PLoS One,PMC,2018-02-15,2018.0,240
Differences in the intestinal microbiota between uninfected piglets and piglets infected with porcine epidemic diarrhea virus,PLoS One,PMC,2018-02-15,2018.0,169
Nuclear targeting of the betanodavirus B1 protein via two arginine-rich domains induces G1/S cell cycle arrest mediated by upregulation of p53/p21,Sci Rep,PMC,2018-02-15,2018.0,181
Peste des Petits Ruminants Virus Enters Caprine Endometrial Epithelial Cells via the Caveolae-Mediated Endocytosis Pathway,Front Microbiol,PMC,2018-02-15,2018.0,212
"Serosurvey of Malsoor virus among Rousettus leschenaulti bat & human population residing nearby Robber's cave, Mahabaleshwar, Maharashtra, India",Indian J Med Res,PMC,2017-10-03,2017.0,0
Obesity and risk of respiratory tract infections: results of an infection-diary based cohort study,BMC Public Health,PMC,2018-02-20,2018.0,229
Incorporating health workers’ perspectives into a WHO guideline on personal protective equipment developed during an Ebola virus disease outbreak,F1000Res,PMC,2018-03-09,2018.0,302
Protective effects and immunomodulation on piglets infected with rotavirus following resveratrol supplementation,PLoS One,PMC,2018-02-21,2018.0,182
Identification of a novel compound targeting the nuclear export of influenza A virus nucleoprotein,J Cell Mol Med,PMC,2017-11-30,2017.0,198
Vps3 and Vps8 control integrin trafficking from early to recycling endosomes and regulate integrin-dependent functions,Nat Commun,PMC,2018-02-23,2018.0,140
Development of improved therapeutic mesothelin-based vaccines for pancreatic cancer,PLoS One,PMC,2018-02-23,2018.0,199
Lipidomic analysis of immune activation in equine leptospirosis and Leptospira-vaccinated horses,PLoS One,PMC,2018-02-23,2018.0,150
TBC2target: A Resource of Predicted Target Genes of Tea Bioactive Compounds,Front Plant Sci,PMC,2018-02-22,2018.0,224
Private collection: high correlation of sample collection and patient admission date in clinical microbiological testing complicates sharing of phylodynamic metadata,Virus Evol,PMC,2018-02-27,2018.0,323
A paralogous pair of mammalian host restriction factors form a critical host barrier against poxvirus infection,PLoS Pathog,PMC,2018-02-15,2018.0,251
Study on expression of plasma sCD138 in patients with hemorrhagic fever with renal syndrome,BMC Infect Dis,PMC,2018-03-01,2018.0,347
Transcriptional Innate Immune Response of the Developing Chicken Embryo to Newcastle Disease Virus Infection,Front Genet,PMC,2018-02-27,2018.0,253
Punica granatum L. Leaf Extract Attenuates Lung Inflammation in Mice with Acute Lung Injury,J Immunol Res,PMC,2018-02-20,2018.0,202
Selection of suitable reference genes for normalization of quantitative RT-PCR (RT-qPCR) expression data across twelve tissues of riverine buffaloes (Bubalus bubalis),PLoS One,PMC,2018-03-06,2018.0,319
Challenges and Solution of Invasive Aspergillosis in Non-neutropenic Patients: A Review,Infect Dis Ther,PMC,2017-12-22,2017.0,81
Comparative Evaluation of Three Preprocessing Methods for Extraction and Detection of Influenza A Virus Nucleic Acids from Sputum,Front Med (Lausanne),PMC,2018-03-02,2018.0,157
"The temporal distribution of new H7N9 avian influenza infections based on laboratory-confirmed cases in Mainland China, 2013–2017",Sci Rep,PMC,2018-03-06,2018.0,187
Acral melanoma detection using a convolutional neural network for dermoscopy images,PLoS One,PMC,2018-03-07,2018.0,224
Species-specific vulnerability of RanBP2 shaped the evolution of SIV as it transmitted in African apes,PLoS Pathog,PMC,2018-03-08,2018.0,206
Interferon-β deficiency at asthma exacerbation promotes MLKL mediated necroptosis,Sci Rep,PMC,2018-03-09,2018.0,204
TANK-Binding Kinase 1-Dependent Responses in Health and Autoimmunity,Front Immunol,PMC,2018-03-06,2018.0,244
Lipid-Based Particles: Versatile Delivery Systems for Mucosal Vaccination against Infection,Front Immunol,PMC,2018-03-07,2018.0,347
Health-seeking behavior and transmission dynamics in the control of influenza infection among different age groups,Infect Drug Resist,PMC,2018-03-06,2018.0,247
"The Gut, Its Microbiome, and Hypertension",Curr Hypertens Rep,PMC,2017-04-25,2017.0,153
Combined use of protein biomarkers and network analysis unveils deregulated regulatory circuits in Duchenne muscular dystrophy,PLoS One,PMC,2018-03-12,2018.0,149
Evolution of Synonymous Codon Usage Bias in West African and Central African Strains of Monkeypox Virus,Evol Bioinform Online,PMC,2018-03-09,2018.0,244
Prolonging herd immunity to cholera via vaccination: Accounting for human mobility and waning vaccine effects,PLoS Negl Trop Dis,PMC,2018-02-28,2018.0,287
Building the atomic model of a boreal lake virus of unknown fold in a 3.9 Å cryo-EM map,J Struct Biol,PMC,2018-04-03,2018.0,80
General Prediction of Peptide-MHC Binding Modes Using Incremental Docking: A Proof of Concept,Sci Rep,PMC,2018-03-12,2018.0,197
Asymmetric expression level of clock genes in left vs. right nasal mucosa in humans with and without allergies and in rats: Circadian characteristics and possible contribution to nasal cycle,PLoS One,PMC,2018-03-13,2018.0,259
Translating Lung Microbiome Profiles into the Next-Generation Diagnostic Gold Standard for Pneumonia: a Clinical Investigator’s Perspective,mSystems,PMC,2018-03-13,2018.0,143
Adenine Enrichment at the Fourth CDS Residue in Bacterial Genes Is Consistent with Error Proofing for +1 Frameshifts,Mol Biol Evol,PMC,2017-08-24,2017.0,250
Mammarenaviral Infection Is Dependent on Directional Exposure to and Release from Polarized Intestinal Epithelia,Viruses,PMC,2018-02-10,2018.0,183
Role of Fly Cleaning Behavior on Carriage of Escherichia coli and Pseudomonas aeruginosa,Journal of Medical Entomology,PMC,2017-07-14,2017.0,238
